token;ner
megvagyonosodott;O
vállalkozókra;O
,;O
a;O
politikai;O
hátszéllel;O
mûködõ;O
vállalkozók;O
vagyongyarapodására;O
és;O
magukra;O
a;O
politikusokra;O
vonatkozik;O
.;O
;
Biztosítani;O
kell;O
,;O
hogy;O
ezek;O
az;O
emberek;O
járuljanak;O
hozzá;O
a;O
közteherviseléshez;O
,;O
és;O
nagyon;O
hétköznapi;O
módon;O
megfogalmazva;O
,;O
úgy;O
meg;O
kell;O
adóztatni;O
Mészáros;I-PER
Lõrincet;I-PER
,;O
Garancsi;I-PER
Tibort;I-PER
,;O
Andy;I-PER
Vajnát;I-PER
és;O
a;O
hozzájuk;O
hasonló;O
úgynevezett;O
üzletembereket;O
,;O
hogy;O
elveszítsék;O
néhány;O
év;O
alatt;O
a;O
vagyonuk;O
jelentõs;O
részét;O
,;O
ezzel;O
is;O
gyarapítva;O
a;O
költségvetést;O
.;O
;
(;O
Kósa;I-PER
Lajos;I-PER
:;O
És;O
mi;O
lesz;O
a;O
cégtemetõkkel;O
?;O
);O
;
Fontos;O
látni;O
,;O
hogy;O
nemegyszer;O
a;O
normális;O
vállalkozókat;O
is;O
fenyegetik;O
a;O
hasonló;O
kezdeményezések;O
.;O
;
Ugyanis;O
az;O
,;O
amit;O
például;O
az;O
MSZP;I-ORG
bejelentett;O
,;O
hogy;O
mindenki;O
,;O
aki;O
jól;O
keres;O
Magyarországon;I-LOC
,;O
ennek;O
az;O
adónak;O
az;O
alanya;O
lesz;O
?;O
õk;O
is;O
egy;O
hasonló;O
elképzeléssel;O
álltak;O
elõ;O
?;O
,;O
ez;O
egyszerûen;O
egy;O
bolsevik;O
tempó;O
.;O
;
(;O
13.40;O
);O
Mi;O
,;O
jobbikosok;O
nem;O
padlássöprést;O
szeretnénk;O
,;O
nem;O
minden;O
sikeres;O
embert;O
megadóztatni;O
,;O
mint;O
ahogy;O
a;O
baloldal;O
tervezi;O
,;O
mi;O
kifejezetten;O
a;O
politika­közeli;O
,;O
a;O
politikából;O
vagyongyarapodó;O
vállalkozókra;O
szeretnénk;O
ezt;O
az;O
adórendszert;O
kiterjeszteni;O
.;O
;
A;O
normális;O
módon;O
mûködõ;O
vállalkozókat;O
nem;O
fogja;O
ez;O
az;O
adóintézkedés;O
érinteni;O
.;O
;
Fontos;O
látni;O
azt;O
,;O
hogy;O
2002-ig;O
visszamenõen;O
vizsgálni;O
kell;O
az;O
ebben;O
az;O
idõszakban;O
szerzett;O
vagyongyarapodást;O
,;O
és;O
gondoskodni;O
kell;O
arról;O
,;O
hogy;O
ezek;O
az;O
úgynevezett;O
politikaközeli;O
vállalkozók;O
elveszítsék;O
egy;O
áthangolt;O
adórendszernek;O
köszönhetõen;O
a;O
vagyonuk;O
jelentõs;O
részét;O
.;O
;
Látni;O
kell;O
azt;O
is;O
,;O
hogy;O
ezt;O
az;O
adót;O
érdemes;O
progresszív;O
módon;O
bevezetni;O
:;O
minél;O
nagyobb;O
2002-ig;O
visszamenõen;O
ezeknek;O
az;O
embereknek;O
a;O
vagyongyarapodása;O
,;O
annál;O
nagyobb;O
mértékûnek;O
kell;O
az;O
adótehernek;O
is;O
lennie;O
,;O
ilyen;O
módon;O
is;O
gondoskodni;O
arról;O
,;O
hogy;O
ez;O
a;O
pénz;O
mégiscsak;O
visszakerüljön;O
a;O
magyar;O
költségvetésbe;O
,;O
és;O
ne;O
az;O
oligarchákat;O
gyarapítsa;O
,;O
hanem;O
jótékony;O
,;O
normális;O
,;O
a;O
társadalmat;O
elõremozdító;O
célok;O
mentén;O
kell;O
felhasználni;O
,;O
és;O
ezekre;O
kell;O
fordítani;O
.;O
;
Látni;O
kell;O
azt;O
is;O
,;O
hogy;O
ezzel;O
az;O
adófajtával;O
Magyarország;I-LOC
közteherviselése;O
sokkal;O
igazságosabbá;O
tehetõ;O
,;O
gondoskodhatunk;O
ugyanis;O
arról;O
,;O
hogy;O
akik;O
eddig;O
igazságtalan;O
módon;O
kizárólag;O
személyes;O
politikai;O
kapcsolatok;O
révén;O
vagyongyarapodtak;O
,;O
azoktól;O
ilyen;O
módon;O
szerezze;O
vissza;O
az;O
állam;O
ezt;O
a;O
pénzt;O
,;O
és;O
járuljunk;O
ahhoz;O
hozzá;O
,;O
hogy;O
kisebb;O
adókat;O
kelljen;O
másoknak;O
fizetniük;O
.;O
;
Köszönöm;O
szépen;O
,;O
elnök;O
úr;O
.;O
;
(;O
Taps;O
a;O
Jobbik;I-ORG
soraiból;O
.;O
);O
;
KÓSA;I-PER
LAJOS;I-PER
(;O
Fidesz;I-ORG
);O
:;O
Elnök;O
Úr;O
!;O
;
Tisztelt;I-PER
Ház;I-PER
!;O
;
Akkor;O
,;O
amikor;O
Magyarország;I-LOC
belépett;O
az;O
Európai;I-ORG
Unió;I-ORG
közösségébe;O
,;O
azt;O
hittük;O
,;O
hogy;O
egy;O
olyan;O
közösségrõl;O
van;O
szó;O
,;O
amelyikben;O
a;O
jog;O
uralma;O
általános;O
,;O
mindenkire;O
nézve;O
kötelezõ;O
,;O
és;O
jogi;O
és;O
politikai;O
értelemben;O
is;O
minimálisan;O
valamifajta;O
következményekkel;O
,;O
valamifajta;O
következetességgel;O
felépített;O
rendszerrõl;O
van;O
szó;O
.;O
;
Nagy;O
csalódás;O
az;O
nekünk;O
,;O
hogy;O
egyre;O
inkább;O
annak;O
látjuk;O
jeleit;O
,;O
hogy;O
az;O
Unió;O
nem;O
tud;O
megoldani;O
egy;O
rendkívül;O
fontos;O
,;O
az;O
õ;O
létét;O
fenyegetõ;O
problémát;O
,;O
a;O
migrációs;O
válságot;O
,;O
és;O
ahelyett;O
,;O
hogy;O
a;O
megoldással;O
kísérletezne;O
,;O
az;O
Unió;I-ORG
és;O
annak;O
intézményei;O
egyre;O
inkább;O
a;O
jogállamiságot;O
,;O
a;O
jogot;O
,;O
a;O
rendet;O
,;O
a;O
következetességet;O
adják;O
fel;O
,;O
semmint;O
hogy;O
egyébként;O
a;O
válságot;O
kezelnék;O
.;O
;
Magyarország;I-LOC
a;O
migrációs;O
ügyben;O
nagyon;O
komoly;O
erõfeszítésekkel;O
próbálja;O
betartani;O
az;O
Unió;O
jogszabályait;O
,;O
a;O
schengeni;O
egyezményekre;O
vonatkozó;O
intézkedéseket;O
,;O
amelyek;O
sok;O
száz;O
milliárd;O
forintba;O
kerülnek;O
?;O
most;O
már;O
nyugodtan;O
mondhatom;O
?;O
ne­künk;O
,;O
amikor;O
megpróbáljuk;O
megvédeni;O
az;O
Unió;I-ORG
déli;O
határait;O
,;O
és;O
megpróbáljuk;O
a;O
dublini;O
egyezményeknek;O
megfelelõen;O
azt;O
a;O
rendet;O
fenntartani;O
,;O
amit;O
az;O
Unió;I-ORG
közösen;O
elfogadott;O
.;O
;
Ehhez;O
képest;O
egyébként;O
a;O
magyar;O
hatóságok;O
eljárásai;O
a;O
gyakorlatban;O
kiállták;O
az;O
idõ;O
próbáját;O
.;O
;
Nem;O
egy;O
,;O
hanem;O
sok;O
dicséretet;O
kaptunk;O
uniós;O
társhatóságoktól;O
annak;O
kapcsán;O
,;O
hogy;O
hogyan;O
próbáljuk;O
ezeket;O
az;O
egyezményeket;O
betartani;O
?;O
emberséggel;O
,;O
türelemmel;O
,;O
segítséggel;O
,;O
de;O
következetességgel;O
.;O
;
Ehhez;O
képest;O
volt;O
megdöbbentõ;O
az;O
,;O
hogy;O
az;O
Emberi;I-ORG
Jogok;I-ORG
Európai;I-ORG
Bírósága;I-ORG
két;O
bangladesi;O
fiatal;O
ügyében;O
olyan;O
döntést;O
hozott;O
,;O
ami;O
minden;O
létezõ;O
jogelvet;O
figyelmen;O
kívül;O
hagy;O
,;O
olyanokat;O
,;O
amelyekre;O
az;O
Európai;I-ORG
Unió;I-ORG
,;O
sõt;O
az;O
európai;O
jog;O
támaszkodik;O
.;O
;
Ha;O
ezeket;O
az;O
elveket;O
feladjuk;O
,;O
nemcsak;O
az;O
Unióban;I-ORG
,;O
hanem;O
Európában;I-LOC
szûnik;O
meg;O
a;O
jogállamiság;O
.;O
;
Általánosan;O
elfogadott;O
jogelv;O
az;O
,;O
hogy;O
senki;O
nem;O
szerezhet;O
jogtalan;O
elõnyöket;O
azzal;O
,;O
hogy;O
nem;O
tartja;O
be;O
a;O
rá;O
vonatkozó;O
jogszabályokat;O
.;O
;
Senki;O
!;O
;
Ha;O
a;O
görögök;O
nem;O
tartják;O
be;O
a;O
schengeni;O
egyezményeket;O
,;O
ha;O
a;O
dublini;O
egyezményeket;O
nem;O
tartják;O
be;O
,;O
ebbõl;O
nekik;O
nem;O
származhat;O
jogelõnyük;O
,;O
másnak;O
pedig;O
nem;O
származhat;O
joghátránya;O
.;O
;
Ehhez;O
képest;O
a;O
strasbourgi;O
bizottság;O
két;O
bangladesi;O
fiatalember;O
ügyében;O
?;O
akikrõl;O
egyébként;O
ma;O
már;O
nem;O
tudjuk;O
,;O
hogy;O
hol;O
vannak;O
?;O
elítélte;O
Magyarországot;I-LOC
olyan;O
hivatkozással;O
,;O
hogy;O
azt;O
állította;O
,;O
hogy;O
Magyarország;I-LOC
egyébként;O
egy;O
biztonságos;O
,;O
az;O
Európai;I-ORG
Unióval;I-ORG
csatlakozási;O
tárgyalásokat;O
folytató;O
országba;O
,;O
Szerbiába;I-LOC
toloncolta;O
ki;O
õket;O
,;O
ami;O
ebben;O
az;O
értelemben;O
megint;O
nem;O
IGAZ;O
,;O
mert;O
Szerbiából;I-LOC
szabadon;O
távozhattak;O
ezek;O
az;O
emberek;O
.;O
;
(;O
13.50;O
);O
Ez;O
azzal;O
fenyegette;O
õket;O
,;O
hogy;O
Görögországba;I-LOC
kerülnek;O
vissza;O
,;O
ahol;O
esetleg;O
az;O
õ;O
személyes;O
biztonságukat;O
fenyegetik;O
,;O
vagy;O
embertelen;O
bánásmódban;O
részesülhetnek;O
.;O
;
Ez;O
az;O
ítélet;O
egyetlenegy;O
esetben;O
fogadható;O
el;O
,;O
ha;O
egyébként;O
kezdeményezik;O
Görögország;I-LOC
kizárását;O
a;O
NATO-ból;I-ORG
,;O
a;O
schengeni;O
egyezménybõl;O
és;O
az;O
Európai;I-ORG
Unióból;I-ORG
?;O
akkor;O
értjük;O
.;O
;
Akkor;O
értjük;O
,;O
de;O
miután;O
senki;O
nem;O
kezdeményezte;O
a;O
görögök;O
kizárását;O
,;O
ezért;O
ez;O
az;O
ítélet;O
felrúg;O
minden;O
létezõ;O
európai;O
jogelvet;O
,;O
szembemegy;O
azzal;O
az;O
építménnyel;O
,;O
amit;O
európai;O
jognak;O
hívunk;O
.;O
;
Ezt;O
nem;O
teheti;O
meg;O
egy;O
magára;O
valamit;O
is;O
adó;O
bíróság;O
.;O
;
Ezt;O
egy;O
esetben;O
tehetik;O
meg;O
,;O
ha;O
már;O
régen;O
feladják;O
az;O
õ;O
bírói;O
pozíciójukat;O
,;O
és;O
azt;O
mondjuk;O
,;O
hogy;O
az;O
a;O
testület;O
,;O
amelyik;O
Strasbourgban;I-LOC
van;O
,;O
az;O
egy;O
politikai;O
konzultációs;O
testület;O
,;O
aki;O
különbözõ;O
döntéseket;O
hoz;O
,;O
mert;O
ez;O
a;O
döntés;O
nem;O
jogi;O
döntés;O
,;O
ez;O
a;O
döntés;O
politikai;O
döntés;O
,;O
teljesen;O
egyértelmûen;O
.;O
;
(;O
Közbeszólások;O
a;O
Fidesz;I-ORG
soraiból;O
:;O
Így;O
van;O
!;O
;
?;O
Szórványos;O
taps;O
a;O
kormánypártok;O
soraiban;O
.;O
);O
;
A;O
felállás;O
is;O
ezt;O
tükrözi;O
,;O
odamentek;O
a;O
Soros;I-PER
által;O
finanszírozott;O
szervezetek;O
ügynökei;O
két;O
olyan;O
bangladesi;O
fiatalember;O
védelmében;O
,;O
akikrõl;O
azóta;O
nem;O
tudjuk;O
,;O
hogy;O
hol;O
vannak;O
,;O
hogy;O
a;O
magyar;O
állammal;O
pereskedjenek;O
.;O
;
Ez;O
nem;O
szól;O
másról;O
,;O
mint;O
arról;O
,;O
hogy;O
az;O
európai;O
migrációbarát;O
politikusok;O
,;O
politikai;O
szervezetek;O
megpróbálnak;O
szembefordulni;O
Magyarországgal;I-LOC
,;O
vagy;O
Magyarországot;I-LOC
megakadályozni;O
abban;O
,;O
hogy;O
megvédje;O
Európát;I-LOC
,;O
megvédje;O
Magyarországot;I-LOC
.;O
;
Márpedig;O
ez;O
szégyen;O
,;O
ez;O
az;O
európai;O
jog;O
halálához;O
fog;O
vezetni;O
(;O
Az;O
elnök;O
a;O
csengõ;O
megkocogtatásával;O
jelzi;O
az;O
idõkeret;O
leteltét;O
.;O
;
);O
,;O
ezért;O
ez;O
elfogadhatatlan;O
,;O
és;O
semmi;O
módon;O
nem;O
szabad;O
ezt;O
az;O
ítéletet;O
kommentár;O
nélkül;O
hagyni;O
.;O
;
Köszönöm;O
szépen;O
.;O
;
(;O
Taps;O
a;O
kormánypártok;O
soraiban;O
.;O
);O
;
SCHMUCK;I-PER
ERZSÉBET;I-PER
(;O
LMP;I-ORG
);O
:;O
Köszönöm;O
a;O
szót;O
,;O
elnök;O
úr;O
.;O
;
Tisztelt;I-PER
Ház;I-PER
!;O
;
Három;O
éve;O
írta;O
alá;O
Orbán;I-PER
Viktor;I-PER
Vlagyimir;I-PER
Putyinnal;I-PER
titokban;O
az;O
atompaktumot;O
,;O
és;O
azóta;O
nincs;O
válasz;O
a;O
magyar;O
gazdaságpolitikát;O
és;O
külpolitikát;O
évtizedekre;O
meghatározó;O
alapkérdésre;O
,;O
hogy;O
miért;O
ragaszkodnak;O
olyan;O
csökönyösen;O
a;O
bõvítéshez;O
.;O
;
Amit;O
ma;O
tudhattunk;O
errõl;O
a;O
beruházásról;O
,;O
annak;O
alapján;O
racionális;O
magyarázat;O
nincs;O
rá;O
,;O
amit;O
pedig;O
sejtünk;O
róla;O
,;O
annak;O
alapján;O
minden;O
erõnkkel;O
azért;O
kell;O
küzdeni;O
,;O
hogy;O
megakadályozzuk;O
ezt;O
az;O
õrült;O
tervet;O
.;O
;
Azt;O
sem;O
tudjuk;O
továbbá;O
,;O
hogy;O
miért;O
kellett;O
az;O
országot;O
gúzsba;O
kötõ;O
egyezményt;O
2014;O
januárjában;O
alá­írni;O
.;O
;
A;O
megállapodás;O
nem;O
volt;O
elõkészítve;O
.;O
;
A;O
parlament;O
és;O
a;O
szakma;O
még;O
csak;O
a;O
beruházás;O
szükségességének;O
és;O
lehetõségének;O
megvizsgálására;O
,;O
nemzetközi;O
tender;O
kiírására;O
,;O
a;O
technológiák;O
és;O
a;O
szállítók;O
meg­versenyeztetésére;O
készült;O
.;O
;
Orbán;I-PER
Viktor;I-PER
ehelyett;O
mindenkit;O
meglepve;O
egy;O
végleges;O
konstrukcióval;O
,;O
egy;O
kísérleti;O
,;O
még;O
sehol;O
a;O
világon;O
ki;O
nem;O
próbált;O
,;O
szá­mos;O
mûszaki;O
problémával;O
küzdõ;O
reaktortípussal;O
,;O
és;O
egy;O
felmondhatatlan;O
,;O
nem;O
különösebben;O
kedvezõ;O
orosz;O
óriáshitellel;O
tért;O
haza;O
Moszkvából;I-LOC
.;O
;
Nem;O
értjük;O
,;O
hogy;O
miért;O
,;O
mert;O
a;O
kormány;O
érvei;O
sorra;O
akadnak;O
fenn;O
a;O
valóság;O
szûrõjén;O
.;O
;
Most;O
én;O
négy;O
tételt;O
sorolok;O
fel;O
.;O
;
Elõször;O
:;O
nem;O
IGAZ;O
,;O
hogy;O
az;O
olcsó;O
áram;O
miatt;O
köttetett;O
meg;O
a;O
paktum;O
,;O
mert;O
a;O
Rothschild-tanulmány;O
óta;O
papírunk;O
van;O
róla;O
,;O
hogy;O
a;O
Paks;I-ORG
II;I-ORG
.;O
;
#NÉV?;O
termelt;O
áramnak;O
drágának;O
kell;O
lennie;O
,;O
különben;O
a;O
beruházás;O
sosem;O
fog;O
megtérülni;O
.;O
;
Kettõ;O
:;O
nem;O
IGAZ;O
,;O
hogy;O
azért;O
,;O
mert;O
jó;O
üzlet;O
,;O
hiszen;O
az;O
Európai;I-ORG
Bizottság;I-ORG
szerint;O
a;O
projekt;O
állami;O
támogatásra;O
szorul;O
.;O
;
Mellesleg;O
magánpénzbõl;O
sehol;O
sem;O
épül;O
a;O
környezetünkben;O
atomerõmû;O
,;O
mindenhol;O
közpénzt;O
vesznek;O
hozzá;O
igénybe;O
.;O
;
A;O
magántõke;O
a;O
sokkal;O
jobb;O
megtérülési;O
mutatókkal;O
rendelkezõ;O
nap;O
-;O
és;O
szélenergiába;O
fektet;O
.;O
;
Harmadsorban;O
pedig;O
nem;O
IGAZ;O
,;O
hogy;O
az;O
áramellátás;O
biztonsága;O
miatt;O
,;O
hiszen;O
a;O
biztonságos;O
energiatermelés;O
célját;O
sokkal;O
hatékonyabban;O
szolgálja;O
egy;O
decentralizált;O
,;O
sokféle;O
energiaforrásra;O
támaszkodó;O
energiarendszer;O
,;O
mint;O
ha;O
az;O
ország;O
áramellátásának;O
60-70;O
százalékát;O
egy;O
ponton;O
,;O
egyetlen;O
erõmûben;O
termelik;O
meg;O
.;O
;
Az;O
utóbbi;O
esetben;O
egyetlen;O
terrortámadás;O
,;O
mûszaki;O
hiba;O
vagy;O
természeti;O
katasztrófa;O
az;O
egész;O
energiaszektort;O
,;O
a;O
teljes;O
gazdaságot;O
és;O
a;O
lakosságot;O
is;O
padlóra;O
küldheti;O
.;O
;
És;O
természetesen;O
az;O
sem;O
IGAZ;O
,;O
hogy;O
az;O
energiaimport-függõség;O
csökkentése;O
végett;O
,;O
hiszen;O
Magyarország;I-LOC
éppen;O
Oroszországtól;I-LOC
függ;O
szélsõséges;O
mértékben;O
az;O
energiabehozatal;O
terén;O
.;O
;
Ezt;O
a;O
függõséget;O
nem;O
lehet;O
egy;O
orosz;O
hitelbõl;O
,;O
orosz;O
technológiával;O
,;O
orosz;O
közremûködéssel;O
épülõ;O
,;O
orosz;O
üzemanyagot;O
használó;O
atomerõmûvel;O
csökkenteni;O
.;O
;
A;O
bõvítés;O
ellenkezõleg;O
éppen;O
hogy;O
növelni;O
fogja;O
a;O
kiszolgáltatottságunkat;O
.;O
;
Tisztelt;O
Képviselõtársaim;O
!;O
;
Természetesen;O
a;O
paksi;O
talánynak;O
is;O
van;O
megfejtése;O
.;O
;
Egyrészt;O
egyértelmû;O
,;O
hogy;O
Putyin;I-PER
elnök;O
kézben;O
tartja;O
Orbán;I-PER
Viktort;I-PER
,;O
a;O
bõvítési;O
projekt;O
nem;O
magyar;O
érdeket;O
szolgál;O
,;O
és;O
nem;O
Magyarország;I-LOC
lesz;O
a;O
haszonélvezõje;O
.;O
;
Az;O
orosz;O
gazdaság;O
évek;O
óta;O
pang;O
.;O
;
Rá;O
vannak;O
szorulva;O
minden;O
kisebb-nagyobb;O
exportsikerre;O
,;O
és;O
egy;O
uniós;O
tagállamnak;O
eladott;O
atomerõmû;O
már;O
az;O
ottani;O
GDP-ben;I-ORG
is;O
érzékelhetõ;O
.;O
;
Ez;O
legkésõbb;O
Putyin;I-PER
februári;O
budapesti;O
vizitje;O
óta;O
mindenki;O
számára;O
nyilvánvaló;O
,;O
amikor;O
az;O
elnök;O
rámordult;O
Orbán;I-PER
Viktorra;I-PER
,;O
hogy;O
szó;O
sem;O
lehet;O
az;O
orosz;O
óriáshitel;O
kedvezõbb;O
kamatozású;O
piaci;O
hitellel;O
történõ;O
kiváltására;O
,;O
miközben;O
a;O
magyar;O
kormány;O
évek;O
óta;O
hangoztatja;O
,;O
hogy;O
a;O
piaci;O
hitel;O
sokkal;O
olcsóbb;O
lenne;O
.;O
;
A;O
másik;O
ok;O
pénzügyi;O
természetû;O
.;O
;
A;O
bõvítési;O
beruházásból;O
lecsíphetõ;O
korrupciós;O
hasznot;O
a;O
szakértõk;O
400-600;O
milliárd;O
forintra;O
becsülik;O
,;O
és;O
a;O
Fidesz-közeli;I-ORG
gazdasági;O
holdudvarnak;O
is;O
jól;O
jönnek;O
a;O
várható;O
megrendelések;O
,;O
miután;O
a;O
kormány;O
2018-ra;O
eltapsolja;O
az;O
összes;O
uniós;O
forrást;O
.;O
;
Okok;O
tehát;O
vannak;O
,;O
elfogadható;O
indok;O
azonban;O
nincs;O
.;O
;
Magyarország;I-LOC
jövõjét;O
nem;O
határozhatja;O
meg;O
fél;O
évszázadra;O
sem;O
az;O
orosz;O
érdek;O
,;O
sem;O
a;O
Fidesz;I-ORG
oligarcháinak;O
kapzsisága;O
.;O
;
És;O
nem;O
is;O
dönthetnek;O
helyettünk;O
sem;O
Putyin;I-PER
,;O
sem;O
Orbán;I-PER
Viktor;I-PER
,;O
sem;O
Mészáros;I-PER
és;O
társai;O
.;O
;
Az;O
értelmetlen;O
atomerõmû-bõvítés;O
sorsáról;O
népszavazásnak;O
kell;O
ítéletet;O
mondania;O
.;O
;
Mi;O
azt;O
várjuk;O
a;O
kormánytól;O
,;O
hogy;O
fejezze;O
be;O
a;O
hazudozást;O
a;O
paksi;O
bõvítés;O
kapcsán;O
,;O
vállalja;O
fel;O
a;O
saját;O
álláspontját;O
,;O
és;O
ne;O
akadályozza;O
tovább;O
,;O
hogy;O
arról;O
a;O
magyar;O
emberek;O
mondhassanak;O
véleményt;O
.;O
;
Köszönöm;O
a;O
figyelmet;O
.;O
;
KUNHALMI;O
ÁGNES;O
(;O
MSZP;I-ORG
);O
:;O
Nagyon;O
szépen;O
köszönöm;O
.;O
;
Tisztelt;I-ORG
Elnök;I-ORG
Úr;I-ORG
!;I-ORG
;
Tisztelt;O
Képviselõtársaim;O
!;O
;
Tisztelt;O
Országgyûlés;I-ORG
!;O
;
A;O
rendszerváltás;O
után;O
az;O
egyik;O
miniszterelnökünk;O
azt;O
mondta;O
:;O
olyan;O
országot;O
szeretnék;O
,;O
ahol;O
nemcsak;O
megszületni;O
,;O
de;O
élni;O
is;O
érdemes;O
.;O
;
És;O
igen;O
,;O
egy;O
kormányt;O
,;O
de;O
egy;O
politikust;O
is;O
az;O
mi­nõsít;O
és;O
az;O
határoz;O
meg;O
,;O
hogy;O
hogyan;O
bánik;O
,;O
hogyan;O
gondolkodik;O
az;O
országában;O
élõ;O
szegényekrõl;O
,;O
elesettekrõl;O
,;O
kisebbségben;O
lévõkrõl;O
.;O
;
2017;O
Magyarországán;I-LOC
sajnos;O
nem;O
jó;O
élni;O
,;O
szinte;O
senkinek;O
,;O
leszámítva;O
azt;O
a;O
szûk;O
10;O
százalékot;O
,;O
akik;O
az;O
állam;O
vagyonát;O
szét­lopják;O
,;O
urizálnak;O
,;O
több;O
mint;O
90;O
százalék;O
rovására;O
.;O
;
A;O
Fidesz;I-ORG
embertelen;O
,;O
érzéketlen;O
hozzáállását;O
és;O
politikáját;O
már;O
az;O
agyonkozmetikázott;O
KSH-adatok;O
sem;O
tudják;O
elfedni;O
.;O
;
2010;O
óta;O
3;O
millióról;O
4,5;O
millió;O
fölé;O
szökött;O
a;O
létminimum;O
alatt;O
élõk;O
száma;O
.;O
;
Talán;O
ez;O
az;O
egyik;O
legelkeserítõbb;O
adat;O
az;O
„;O
elmúltnyolc­évek­bõl;O
	O;
.;O
;
Nagyon;O
szomorú;O
tükör;O
ez;O
.;O
;
2018;O
óta;O
(;O
sic;O
!;O
);O
ugyan­is;O
nyolcszorosára;O
nõtt;O
a;O
különbség;O
a;O
szegények;O
és;O
a;O
gazdagok;O
között;O
.;O
;
Az;O
önök;O
perverz;O
gazdaság;O
-;O
és;O
társadalompolitikája;O
elérte;O
mára;O
azt;O
,;O
hogy;O
a;O
családok;O
50;O
százaléka;O
vagyontalanná;O
vált;O
,;O
és;O
minden;O
har­madik;O
magyar;O
család;O
képtelen;O
megteremteni;O
önmagának;O
és;O
szeretteinek;O
a;O
normális;O
,;O
méltó;O
élet;O
feltételeit;O
Magyarországon;I-LOC
.;O
;
Ez;O
a;O
buta;O
és;O
embertelen;O
politika;O
vastagon;O
elérte;O
a;O
középosztályt;O
is;O
.;O
;
Kétharmada;O
a;O
magyar;O
embereknek;O
semmilyen;O
váratlan;O
kiadást;O
nem;O
tud;O
elviselni;O
és;O
kezelni;O
.;O
;
Ott;O
tartunk;O
2017-ben;O
,;O
hogy;O
ha;O
van;O
pénzed;O
,;O
akkor;O
kapsz;O
normális;O
egészségügyi;O
ellátást;O
";";O
ha;O
nincs;O
pénzed;O
,;O
beteg;O
maradsz;O
.;O
;
Ha;O
van;O
pénzed;O
,;O
hozzá;O
tudsz;O
jutni;O
jó;O
minõségû;O
oktatási;O
szolgáltatáshoz;O
";";O
ha;O
nincs;O
pénzed;O
,;O
nem;O
tudod;O
taníttatni;O
a;O
gyerekedet;O
.;O
;
Rémisztõen;O
megnövekedett;O
azon;O
középosztálybeli;O
családok;O
és;O
szülõk;O
száma;O
,;O
akik;O
rákényszerülnek;O
ebben;O
a;O
buta;O
központosított;O
oktatási;O
rendszerben;O
,;O
hogy;O
kívül;O
vegyék;O
meg;O
a;O
tudást;O
.;O
;
És;O
már;O
nem;O
csak;O
az;O
idegen;O
nyelvet;O
és;O
az;O
informatikát;O
,;O
hanem;O
kívül;O
kell;O
megvenniük;O
a;O
matematikát;O
,;O
a;O
történelmet;O
és;O
az;O
irodalmat;O
is;O
.;O
;
És;O
akkor;O
itt;O
tenném;O
hozzá;O
:;O
egy;O
kormányt;O
és;O
a;O
politikusait;O
is;O
az;O
minõsíti;O
,;O
az;O
határozza;O
meg;O
,;O
hogy;O
hogyan;O
bánnak;O
a;O
gyerekekkel;O
,;O
hogyan;O
gondolkodnak;O
a;O
jövõrõl;O
,;O
a;O
jövõ;O
generációnak;O
a;O
lehetõségeirõl;O
.;O
;
És;O
ha;O
van;O
a;O
Fidesznek;I-ORG
2010;O
óta;O
deficit;O
és;O
szégyen;O
és;O
keserûség;O
,;O
az;O
az;O
,;O
amit;O
az;O
oktatási;O
rendszerrel;O
csináltak;O
.;O
;
Nyolc;O
év;O
alatt;O
elérték;O
,;O
hogy;O
lassan;O
mindenkinél;O
rosszabbul;O
teljesítenek;O
a;O
magyar;O
gyerekek;O
.;O
;
A;O
legutóbbi;O
PISA-eredmények;O
világosan;O
megmutatták;O
a;O
rombolásnak;O
a;O
mértékét;O
.;O
;
Önöknek;O
sikerült;O
visszafordítani;O
azokat;O
a;O
nagyon;O
nehezen;O
elért;O
korábbi;O
eredményeket;O
is;O
,;O
amelyeket;O
jobb;O
-;O
és;O
baloldali;O
kormányok;O
erõfeszítései;O
révén;O
elértünk;O
a;O
rendszerváltás;O
után;O
.;O
;
A;O
gyerekek;O
egyharmada;O
Magyarországon;I-LOC
funkcionálisan;O
analfabéta;O
.;O
;
Tudják;O
,;O
ez;O
az;O
a;O
szó;O
,;O
amit;O
Balog;I-PER
Zoltán;I-PER
oktatásért;O
is;O
felelõs;O
miniszter;O
nem;O
ismert;O
.;O
;
Talán;O
ennek;O
is;O
köszönhetõ;O
,;O
hogy;O
sajnos;O
2010;O
óta;O
10;O
százalékkal;O
növekedett;O
a;O
funkcionálisan;O
analfabéták;O
száma;O
Magyarországon;I-LOC
.;O
;
De;O
ott;O
van;O
egy;O
másik;O
rémisztõ;O
adat;O
is;O
:;O
43;O
ezer;O
.;O
;
43;O
ezer;O
gyerek;O
esett;O
ki;O
a;O
magyar;O
iskolarendszerbõl;O
2011;O
óta;O
,;O
amióta;O
a;O
tankötelezettséget;O
leszállították;O
18;O
évrõl;O
16-ra;O
.;O
;
Hol;O
vannak;O
ezek;O
a;O
gyerekek;O
?;O
;
Nincsenek;O
a;O
bûnügyi;O
statisztikában;O
,;O
nincsenek;O
a;O
közmunkás-statisztikában;O
.;O
;
Egyébként;O
az;O
elmúlt;O
négy;O
évben;O
éppen;O
187-szeresére;O
nõtt;O
a;O
17;O
év;O
